,Date Created,Number of Likes,Source of Tweet,Tweets
3149,2022-11-05 23:06:53+00:00,7,Twitter for iPhone,"2/ That conversation got real dark real quick lol. The paraphilia versions. ‘Why am I digging a hole?’ For the necrophiliacs. And then it got WORSE.

But I think there’s merit in the upcoming sequel, ‘Why is our Government fucking us?’ 

With some covid clusters on the cover."
3150,2022-11-05 23:06:52+00:00,1,Twitter for iPhone,"@domcavendish Entirely agree! I was at the National Theatre today where staff were shocked by this news. Taking it as 1 example, staff have already been cut significantly since Covid and further cuts are now likely. Levelling up shouldn’t mean diminishing a cultural capital."
3151,2022-11-05 23:06:52+00:00,0,Twitter Web App,"Can we set our clocks back to ""before Covid""?"
3152,2022-11-05 23:06:51+00:00,1,Twitter for Android,@silencewedge gr8 minds COVID alike
3153,2022-11-05 23:06:50+00:00,2,Twitter for Android,can't wait until trump and biden get covid again.
3154,2022-11-05 23:06:49+00:00,0,WordPress.com,Disney’s ‘Grey’s Anatomy’ &amp; ‘9-1-1’ Drop Covid Vaccine Mandate – Deadline https://t.co/boKpRWa4am
3155,2022-11-05 23:06:49+00:00,0,WordPress.com,The Covid effect: clearing the cancer backlog – Raconteur https://t.co/gI5lkCDxeB
3156,2022-11-05 23:06:45+00:00,3,Twitter for iPad,@SleepsInABush @catvaxlax @Theonew16516042 @BreezerGalway @Wallisbadgerson @dontbeamigraine @PaulTweetsDaily @PedroRuela81 @Dominiquetaegon @garethicke There are no long term side effects data for any vaccine. Because there are no long term side effects for any vaccine. Vaccines don’t stay in the body for long terms.
3157,2022-11-05 23:06:45+00:00,0,Twitter Web App,"I don't want to get it again or have my Long Covid get worse, but I'm not scared of it https://t.co/IDPzSGqXPQ"
3158,2022-11-05 23:06:44+00:00,0,TweetDeck,@Stockwell_Day finally now say it to his Pandemic  for Covid
3159,2022-11-05 23:06:44+00:00,0,Twitter for Android,@BuckSexton Masks did stop covid.  It also saved thousands from the flu.
3160,2022-11-05 23:06:41+00:00,2,Twitter for Android,@StephanieRicAlb @MamaToronto @KatharineSmart The reality of long covid and suicides because of it should put paid to immunity debt nonsense. Get vaccinated if you can and wear a mask in crowded areas.
3161,2022-11-05 23:06:38+00:00,1,Twitter for iPhone,@GeoEduOne @j_b_kennedy Great gif.
3162,2022-11-05 23:06:38+00:00,0,Twitter for iPhone,"@JoJoFromJerz Preparing my whiteboard so I’m ready to explain voting, CoVid deaths amongst Rs and Gen Z voter turn out"
3163,2022-11-05 23:06:35+00:00,1,Twitter for Android,"I have been doing asthma meds but Thurs sounded terrible. If Dave was here, I probably would have been brought to the ER. Got into doctor's office Friday AM. Not Covid or flu, put on antibiotics &amp; steroids. Didn't realize how rundown I was until I started feeling better."
3164,2022-11-05 23:06:32+00:00,145,WordPress.com,"Disney Shows, Including ‘Grey’s Anatomy’ &amp; ‘9-1-1’, Drop Covid Vaccine Requirement After Company Lifts U.S. Mandate https://t.co/yWF4nGQrvR"
3165,2022-11-05 23:06:31+00:00,0,Twitter Web App,"@OCwaves_ @GeorgeNeedham @RyanBrakey @historyinmemes Another former Dem here, who left the cult during the Covid atrocities. #RedWaveComing https://t.co/pUpsK2Sk9C"
3166,2022-11-05 23:06:30+00:00,0,Twitter for Android,"@mayaonstage Yeah, cause it was so awesome when Twitter constantly thousands banned people for telling the truth.. like Hunters laptop was real, covid came from a lab, Ukraine had biolabs, C19 vax causes myocarditis.. I guess what you really want is a Liberal echo chamber."
3167,2022-11-05 23:06:30+00:00,3,Twitter Web App,"@ScandinavianIAm @kberkopes @Doctor_Eric_B @thereal_truther @brownstoneinst HOLY COW!  It's almost like COVID ebb and flow and is different in different regions at different times.  YOUR claim was that New York did not get overrun by COVID patients in March 2020, which is false. Plus, your table is for the full year, not just March 2020. https://t.co/ModZDX07UX"
3168,2022-11-05 23:06:29+00:00,1,Twitter for iPhone,i got my second covid booster and my flu shot today my arms hurt so bad lmao
3169,2022-11-05 23:06:28+00:00,14,Twitter for Android,Doing this with COVID in the air is wild and not something that should be praised but I'll hush https://t.co/8MjM1NYWyD
3170,2022-11-05 23:06:27+00:00,37,Twitter for iPhone,"“Covid will turn you into a newt”
- CNN probably
#NoPandemicAmnesty #Nuremberg2 https://t.co/yecnIfj0n9"
3171,2022-11-05 23:06:26+00:00,2,Twitter Web App,"Italy's Meloni Vows There Will Never Again Be Forced Covid Business Closures, Green Passes, or Mandatory Lockdowns (Videos) - RAIR https://t.co/QX0OJUuyBB"
3172,2022-11-05 23:06:25+00:00,0,TweetDeck Web App,NZ Covid-19 cases by DHB region to 5 November 22. 1819 Covid-19 cases reported in 24 hr period to 11.59pm 5 November 22 down from 2710 Covid-19 cases reported in the previous 24 hrs. https://t.co/K06OBI2BZp
3173,2022-11-05 23:06:23+00:00,0,Twitter for iPad,@SkyNewsAust This is a sad indictment of Australia’s policies over the past couple of years.  More people who got the vaccine seem to be prey to Covid than those without.  Those who didn’t partake were vilified. Who’s laughing now?
3174,2022-11-05 23:06:23+00:00,0,Twitter Web App,"@GeorgeTakei What lives did the vaccine actually save? Do you have any proof? I didn't get it, had COVID, travel regularly and have been exposed multiple times after my natural infection and never got it again. I can only go on my personal experiences but it seems to have done little."
3175,2022-11-05 23:06:22+00:00,0,Twitter for iPhone,@joshua_appleg8 How are you going now? I’m 10 months into some EBV related long covid?
3176,2022-11-05 23:06:20+00:00,11,Twitter for Android,These turned out to be a worthwhile purchase.. good to know it's unlikely to be a false negative on covid anyway https://t.co/zqSWRgWpAM
3177,2022-11-05 23:06:20+00:00,3,Twitter Web App,"@RayGunsLee I don't know, it's super strange. Might be pericarditis, might be long covid, might be blood clots, I don't know.

All I know is that I'm taking baby aspirins after every meal, I try to take it easy, and I drink a lot of water."
3178,2022-11-05 23:06:19+00:00,0,Twitter for iPhone,@PhRMA I’ve never met anyone w Long COVID. I can’t name anyone I know w it.
3179,2022-11-05 23:06:19+00:00,0,Twitter for iPhone,"Poppy tested positive for Covid 19 today.

We were concerned because she had a wet cough so we decided to test her.

We have been in touch with her doctor and the Covid Assessment Center here.

In spite of this, she is still a very happy, giggly little girl."
3180,2022-11-05 23:06:19+00:00,4,Twitter for iPhone,"I frantically took a covid test bc I cant taste anything.

Its just because my nose is so stuffed and I cant breathe that I cant taste 🥴🥴"
3181,2022-11-05 23:06:18+00:00,1,Twitter for iPad,"@SchoolsWeek Threatened with fines &amp; prosecution if didn’t return child to school by a certain date. Plainly obvious she would get covid if she stayed there, they insisted she wouldn’t &amp; treated me like a neurotic mother. Well, it’s quite clear who was right now. We are still home educating."
3182,2022-11-05 23:06:16+00:00,2,Twitter for iPhone,@BrandonStraka I’m taking my 6th booster and only had Covid 3 times.
3183,2022-11-05 23:06:16+00:00,1,Twitter Web App,@BlissfulHeretic @Andie425 @Bohlhet @KareBearScare @GovernorPataki What does Covid have to do with Ukraine?
3184,2022-11-05 23:06:14+00:00,0,Twitter for iPhone,@macdonald_m3 @emmakennytv @aaroncarter @bbcpress It looks like he didn’t have the fakecine unless he had it after June but had Covid twice
3185,2022-11-05 23:06:12+00:00,0,Twitter for Android,@QuentinDempster @AmyRemeikis @InsidersABC @JEChalmers Covid Levy Big Business
3186,2022-11-05 23:06:11+00:00,57,Twitter for Android,"@mattweinglass @SLonfox @DrJamesOlsson Eric Clapton is British so he wouldn't be a trumper, he did make anti vax song &amp; statements, he is racist

These things were all know be Covid...calling him out for it is also not new

In 2016 Eric announced his Peripheral Neuropathy so it's definitely not related to the vaccine"
3187,2022-11-05 23:06:11+00:00,1,Twitter for iPhone,@conradhackett An entirely false narrative crafted for Republicans by their monopoly media partners to further fascism and the crackdown it requires to intimidate the majority into their minority control. https://t.co/SLxUSgXBiN
3188,2022-11-05 23:06:08+00:00,125,Twitter for Android,"@mrp @rsg @elonmusk Twitter pre-covid  2019 there were about 3400. 16yrs of Twitter existence there was about 212 employees hired per year.

In 2 years of post covid19 from 2020 to 2022. There were about 1895 employees hired per year which caused the influx of employees from 3400 to 7500."
3189,2022-11-05 23:06:08+00:00,0,Twitter for iPad,@DrJBhattacharya I think they mean the hysteria and the plandemic results. Now Covid will just join the long line of other coronavirus’s that make up our common colds and influenza that conveniently disappeared for a couple of years.
3190,2022-11-05 23:06:07+00:00,0,Twitter for iPhone,Remember that some forecasters were suggesting we wouldn’t have access to the £260Bn SingleMarket. So there was plenty of nonsense around. Meanwhile since #Brexit vote We’ve spent or have spent many multiples of that TradeBarriers loss on #COVID19 + #NetZero. Why pick on leave?
3191,2022-11-05 23:06:07+00:00,1,Twitter for Android,"@BeckLuvsBunnies @NeverLostout @Jillmil70263625 @Logically_JC He said COVID would be fine, right? You remember that? He fired the entire pandemic task force? He told everyone to continue on...then people started dying by the thousands...

How did that work out?"
3192,2022-11-05 23:06:05+00:00,40,Twitter for Android,"Briefly take away everything else, including personal opinion and subjective observations. Starmer repeatedly said ""now is not the time"" and ""we will support the government"", as their disastrous approach to Covid killed tens of thousands. He's as guilty as them by his complicity. https://t.co/YcZ5Rjvlpi"
3193,2022-11-05 23:06:04+00:00,1,Twitter for iPhone,Maybe if your team didn’t have Covid!! OH WAIT!!! https://t.co/op8j6XAadN
3194,2022-11-05 23:06:04+00:00,1,Twitter for Android,@JReinerMD Got flu shot on Monday and my COVID booster today.
3195,2022-11-05 23:06:03+00:00,0,Twitter Web App,"@LukeJohnsonRCP Not me yet, but I am becoming increasingly aware of a very scary habit of the NHS. Despite the slightly large backlog, they seem desperate to get elderly people into hospital. Often for trivial reasons. Very suspicious, not least after Covid, that a culling is taking place."
3196,2022-11-05 23:06:03+00:00,0,Twitter for Android,@covid_parent Shut up already!!
3197,2022-11-05 23:06:03+00:00,0,SocialNewsDesk,"On the sibling's first western tour since COVID, the Newfoundland based trio perform a concert at Arden Theatre on Sunday, November 6 https://t.co/kwfWleLX8z"
3198,2022-11-05 23:06:01+00:00,0,Twitter for iPhone,@SociRabbi @nowaytoban15 @liberal_jamie @joncoopertweets It never was a vaccine and the boosters are a joke. I know people the got boosted and still got Covid 3 times. Fauci is a fraud and Biden is a joke for still pushing an annual booster which I won’t be taking.
3199,2022-11-05 23:06:01+00:00,0,Twitter Web App,@covid_parent @JustinTrudeau God bless you.
3200,2022-11-05 23:06:01+00:00,0,Twitter for iPhone,@sarah34414765 @ztkelly @Nohj60536387 Apart from this? 2 massive peeks in excess deaths right when we were riddled with covid infections then massive decrease after vaccine and no more massive peaks in excess deaths 🤔 almost like the vaccine is stopping deaths. https://t.co/qm5UpHLmEb
3201,2022-11-05 23:05:59+00:00,0,Twitter for Android,"Trump set to preside over record spending, deficits as coronavirus costs explode (April 2020)
https://t.co/ao05baJ0Ig https://t.co/A44OVRuHqQ"
3202,2022-11-05 23:05:58+00:00,2,Twitter Web App,@Lewis_N420 I had covid last year I catched it 2 days before xmas felt so shitty all over the holidays hope you get well soon fam
3203,2022-11-05 23:05:56+00:00,0,Twitter Web App,"@JoeBiden then will you apologize for the 10% tax (guised as inflation) to the same middle class Americans stealing money from them? How about the energy crisis, housing crisis, moral hazard in forgiving student loans, the 1 million dead from COVID? What WILL you apologize for??"
3204,2022-11-05 23:05:56+00:00,2,Twitter Web App,"@endlessfuntimes @oneadds Similar to my sister, begged her not to have jab at all and even more so with booster as she had recently had covid. She was in A and E with chest pain and sky high BP 3 days after booster, now on 2 medications, was fine before it &amp; never went to Drs."
3205,2022-11-05 23:05:53+00:00,1,Twitter for iPhone,"Listening to Obama is a treat. Joe not so much, but he has gotten stuff done, infrastructure, gun safety, Covid vax. He believes in Medicare, social security, women’s health. He is addressing inflation and gas prices with a plan that is working. Vote like our life depends on it."
3206,2022-11-05 23:05:52+00:00,0,Twitter Web App,"@POTUS Hard to believe, I think they just came back after covid."
3207,2022-11-05 23:05:49+00:00,0,Twitter Web App,@chopinsheart @_JoelAshton It affects me even now - the grotesque violence &amp; greediness in which they were attacking it - but it was in 2020 Covid lockdown where I was overtly sensitive to everything that I was doing 'wrong' I think.
3208,2022-11-05 23:05:49+00:00,10,Twitter for Android,I beat covid without the jab https://t.co/067cbqoIW5
3209,2022-11-05 23:05:47+00:00,0,Twitter Web App,"@TheEconomist who did content moderation when lies like ""safe&amp;effective, blocking transmission, anti-covid vaccines"" were spread faster than the virus itself?"
3210,2022-11-05 23:05:47+00:00,0,Twitter Web App,"@POTUS Biden doesn't give any consideration for the other millions of American citizens who are trying to recover from Covid, high prices at the grocery store, the gas pump, and those who can't heat their homes with oil that's in short supply."
3211,2022-11-05 23:05:46+00:00,0,Twitter for iPhone,"How embarrassing for you. Trotting you out days before an election for you to blame Covid for pulling communities apart? You, communist John Denver, were the one who pulled communities and classrooms apart with your BS Covid policies. https://t.co/iQoQS3oZm4"
3212,2022-11-05 23:05:46+00:00,8,Twitter Web App,"@kirkmouser @CommSonya Wow. now you and your wife are resorting to attacking a nurse who was a front line during Covid that had to catch a budget meeting virtually. That's your campaign? That's what you want to run on? That's her accomplishment? While your wife was virtue signaling, I was saving lives."
3213,2022-11-05 23:05:45+00:00,0,Twitter Web App,"@peggyflanagan And work against Covid vaccine mandates. 
And letting parents educate their children in private schools if they want, with State reimbursement."
3214,2022-11-05 23:05:44+00:00,0,Twitter Web App,Watching The Summer I Turned Pretty and all the covid era music is going so hard in this lmaoo
3215,2022-11-05 23:05:44+00:00,2,Twitter Web App,@DavidWolfe Ivermectin kicked the absolute shit out of my Covid.
3216,2022-11-05 23:05:43+00:00,1,Twitter for Android,"@KingToo60244843 @primkup1 @Truck_It_ @ZelenskyyUa Perhaps you're Canadian but you're repeating 🇷🇺🤡 propaganda, even about COVID.
Your brain seems to have been washed a little bit too much. https://t.co/NmZpbWS2Gm"
3217,2022-11-05 23:05:42+00:00,0,Twitter for iPhone,@UltraLib1 @RobbieSherwood All I see is left wing gas lighting.  Like if you get vaccinated you won’t get Covid and can’t transmit or inflation is transitory
3218,2022-11-05 23:05:42+00:00,1,Twitter for iPhone,Remember when dummies said Indiana was a football school? After one good (Covid) season lol
3219,2022-11-05 23:05:40+00:00,0,Twitter for iPhone,"I don’t feel good. No not Covid, just feel so off."
3220,2022-11-05 23:05:39+00:00,0,Twitter Web App,ok Covid flare up (this thing is deffo the most disgusting thing I have ever had wrong with me which says a lot) got to go - melting all over kb.
3221,2022-11-05 23:05:38+00:00,1,Twitter for iPhone,"@DrKyleLeePHD It can’t possibly be covid. We’ve basically stopped testing for that. 🙃

https://t.co/akai4bPUN4"
3222,2022-11-05 23:05:37+00:00,4,Twitter Web App,Where did all that COVID money go? https://t.co/YMctWtn5lk
3223,2022-11-05 23:05:37+00:00,0,Twitter for Android,"@MIAuniverse Hmmm you need a messenger molecule to fix covid 19 through vaccination, and then it dissapears after. MRNA doesn't get into a cell nucleus and doesn't affect a person's DNA. What do you mean MIA?"
3224,2022-11-05 23:05:37+00:00,1,Twitter for iPhone,"@DashDobrofsky The govt, Biden, Fauci &amp; Walensky have been pushing faulty, untested pharmaceuticals-Covid shots and therapeutics. How is approving a shot without knowing long term health effects any different? How is advising to give the shots to kids bases on results of 8 mice any different?"
3225,2022-11-05 23:05:36+00:00,3,Twitter Web App,"@AndreasSteno Covid for sure, the incapability of the mRNA to stop infection is starting to set its trace, all these reinfections will lead to more excess mortality, there are several publications of increased risk for cardiovascular problems, neurological damage etc. even from 'mild infection"
3226,2022-11-05 23:05:34+00:00,3,Twitter for iPad,@DaLxvxlyBurrito O lol well that’s just sad 😢 I have been taking breaks because I caught Covid so thank you Covid for letting me miss the first day of winter accessories lol 🤦🏼‍♀️ i’m so behind
3227,2022-11-05 23:05:34+00:00,0,Twitter for Android,"@Curarxx1 @CoaWard73 @davematt88 @elonmusk ""WHO: 'Extremely Unlikely' Coronavirus Came From Lab in China"" That is from 2019. NYTimes, WP, and all liberal media ran with it. WHO is the international version of the CDC."
3228,2022-11-05 23:05:34+00:00,0,Twitter for Android,"@iluminatibot also in the GREATEST crime in millennia ""the covid plandemic with the vaccine deathjabs"""
3229,2022-11-05 23:05:33+00:00,0,Twitter for iPhone,@thegregld @jordandmonaghan @gretchenwhitmer And that didn’t forget she forced Covid patients into nursing homes killing countless
3230,2022-11-05 23:05:33+00:00,1,Twitter Web App,"3 of my family members have covid now... If there was ever a time to finally get it, I guess it's now o.=.o"
3231,2022-11-05 23:05:32+00:00,0,Twitter for iPhone,I wanted nothing more but for covid to wipe out everyone north of 65 https://t.co/GH50He9luX
3232,2022-11-05 23:05:31+00:00,0,Twitter for iPhone,@JerasIkehorn Ask God or whichever u praise? Because this is 🌎 WORLDWIDE 🙏🏽Due to the backlash of Covid19 and it’s CONSEQUENCES🇺🇸THE UNIVERSE SUFFERED FROM SAME DISEASE 🦠COVID19 🦠😳😳😳😳RESEARCH 📚📚📚
3233,2022-11-05 23:05:29+00:00,15,Twitter for iPhone,Just as important as what we learn about long Covid is what we may ultimately learn about a host of ongoing/later sequelae of prior infection with other infectious agents. We have minimized the symptoms of too many for too long. https://t.co/Xzaiyytzdx
3234,2022-11-05 23:05:28+00:00,6,Twitter for iPhone,@WhiteRoseAFA Why won’t Twitter ban him?
3235,2022-11-05 23:05:27+00:00,1,Twitter Web App,@JKingmanWriter @Trump2428 @letitsit @Scherazad100 @roosteratlarge @TomFitton Dems are the ones who handled Covid the worst! You are blindly following what the MSM tells you. Facts dont lie and its all coming out. Ofcourse you will ignore it and blindly follow the next thing.
3236,2022-11-05 23:05:26+00:00,0,Twitter Web App,"@TheTrueBanana @CobraEconomics @CoffinsAndCoffe @Rothmus Twitter and FB did start labeling potential misinformation, especially around COVID. That's not censorship.
People have been banned over misinformation or other violations, yes. Twitter has met with US Govt at times. But it takes an assumption to relate the two. 
1/2"
3237,2022-11-05 23:05:25+00:00,0,Twitter for Android,@Charlene_Mattie @AlexBerenson 2x covid survivor. No issues.
3238,2022-11-05 23:05:25+00:00,1,Twitter for iPhone,"@ArcticFox_am_I @DrEricDing @CDCgov @CDCDirector For COVID, yes. Probably not the other stuff going around though"
3239,2022-11-05 23:05:24+00:00,0,Twitter for Android,"Now we get to nut on the virus, suck the nut, and get covid in game. Banger season"
3240,2022-11-05 23:05:21+00:00,0,Twitter Web App,"@DrEricDing @CDCgov @CDCFlu @acadmed Explain To Me Mr Epidemiologists
Why I Havent Caught Covid
Never Masked Never Tested Never Sick
And Im A Frontline Worker Caring For Over
650 Rental Units
Youre Definitely A Ding Dong @@
I Would Never Trust My Life Being In Your Hands
Youre A Pharma Shill
https://t.co/5mtOEE29Mo"
3241,2022-11-05 23:05:21+00:00,0,Twitter for Android,@RishiSunak Sir....we first need to take steps to stop this war in Ukraine....this war on top of already post COVID-19 situation has brought  worst ever inflation and now UK economy is in recession
3242,2022-11-05 23:05:19+00:00,0,Twitter for Android,"@maolesen You are absolutely ridiculous to say for all the people that had COVID and didn't even know they had it, that it would be better to have HIV that will kill them untreated. That is the most foolish statement I have ever heard!"
3243,2022-11-05 23:05:17+00:00,0,Twitter for Android,@NHSMillion Still very very unhappy with the NHS for what you did to people during covid. You have blood on your hands.
3244,2022-11-05 23:05:16+00:00,0,Twitter for iPhone,"@Awithonelison Ugh.  I’m so glad we still monitor and test and keep the Covid positives out of school. Unfortunately, the rest of the infected kids are allowed back in school whenever they want. I mean the other infections not Covid. We have rampant viral infections in schools in WA state usa,"
3245,2022-11-05 23:05:16+00:00,0,Twitter for iPhone,@12millionaire He said in a video in June he didn’t have the fakecine but had Covid twice
3246,2022-11-05 23:05:15+00:00,0,Twitter for iPhone,@PaulOwe97056305 @APFactCheck Yea. Voted 3 times in 2020 through mail ins. Glad they made mail in voting country wide! Covid helped alot with that.
3247,2022-11-05 23:05:15+00:00,0,Twitter Web App,"@marniemix If you are just learning that, you probably don't know how badly covid and the vaccine depletes NAD+ - You'd do well to look into how flush niacin and co-factors restore it."
3248,2022-11-05 23:05:15+00:00,0,Twitter for Android,"@GOPChairwoman Trump set to preside over record spending, deficits as coronavirus costs explode
https://t.co/ao05bb19Wo"
3249,2022-11-05 23:05:13+00:00,0,Twitter for Android,"New COVID variants are circulating. here’s what to know
https://t.co/ByO5q156j0

Download Now
https://t.co/0Ycze6TdiR"
3250,2022-11-05 23:05:13+00:00,2,Twitter for Android,"😥 Not surprising, but so sad

The rate of alcohol-related deaths in the U.S. rose 30% in the first year of COVID
 https://t.co/EZELADmZei"
3251,2022-11-05 23:05:11+00:00,0,Twitter Web App,@SupermanHotMale That doesn't sound like an apology I'm going out by the time I come back there better be one
3252,2022-11-05 23:05:11+00:00,0,Twitter for Android,@lesstenny Covid
3253,2022-11-05 23:05:09+00:00,0,Twitter for iPhone,@chrishuntscout @TomiLahren Lol are you vaccinated against polio? Tetanus? The covid vaccine should be/have always been a CHOICE because the science doesn’t justify anything more than that. Stop promoting division—it doesn’t matter whether you are vaxxed or not for anything—it matters what you are/do.
3254,2022-11-05 23:05:09+00:00,0,Twitter for Android,@pamelarbishop This is what I experience with multiple chronic conditions already. Plus pain. Have avoided covid by continuing to take many precautions. Covid and long covid scare the crap out of me. It could kill me or make it so I couldn't live independently any longer. I hope you improve.
3255,2022-11-05 23:05:08+00:00,2,Twitter for iPhone,"@PhRMA I’m 53, &amp; had COVID Fauci Virus w No side effects. I am UnVaxxed &amp; will never be Vaxxed. I suspect over the past few yrs, I’ve had 2 different strains of Fauci Virus. I never wear Masks. I take precautions around elderly &amp; disabled ppl as to not get them sick w Flu, COVID, etc."
3256,2022-11-05 23:05:08+00:00,0,Twitter for iPad,@RebelNewsOnline Gee a pop@star dying at a young age. That’s never happened before. I suppose Jimi Hendrix and Mama Cass must have had the COVID vaccine too…oh wait.
3257,2022-11-05 23:05:08+00:00,0,Twitter for Android,@SassyQute @Tea_O_CANADA @alandrummond2 Your mom didn't die of covid. She was in palliative care. Masks and vaxxes don't stop the spread of covid. You didn't like the idea of old people being alone and dying but you don't care about the people that committed suicide due to being alone. You are a selfish hypocrite https://t.co/MjmUWYAlJO
3258,2022-11-05 23:05:06+00:00,0,Twitter Web App,@AlexBerenson thin covid
3259,2022-11-05 23:05:06+00:00,0,Twitter for iPhone,@gina_ault Ur party just destroyed the best American Economy in History.. in less than 2yrs it’s been Destroyed! U will still blame Covid or something! I hope young adults realize their futures are grim with Democrat/Socialists in charge! It’s pathetic &amp; sad! Need a decade of Republicans!
3260,2022-11-05 23:05:04+00:00,2,SocialFlow,Hong Kong says it’s ready and open for business. But Covid exemptions doled out to bankers this week indicate it’s not so simple. https://t.co/5bJnXoYFms
3261,2022-11-05 23:05:04+00:00,12,Twitter for iPhone,Dad now has Covid.. again
3262,2022-11-05 23:05:03+00:00,1,Twitter Web App,"@David_Bushwick @sfreel1 @GeorgeTakei Before the new mail ballot system was in place, in California we had  long lines for the presidential primary due to Covid safety measures. Now we have convenient drop boxes, no lines."
3263,2022-11-05 23:05:01+00:00,1,Twitter Web App,"@politicalmath @mwmjenard The easiest course correction they could have made was COVID policy. 2nd easiest would have been immigration.
crime: hard to reign in insane urban governance
culture war: hard to reign in insane local activists
inflation: baked in"
3264,2022-11-05 23:05:00+00:00,0,Twitter Web App,@POTUS But I don't want COVID 5 times like you have had.
3265,2022-11-05 23:04:58+00:00,0,Twitter for iPhone,@RealJamesWoods Covid money laundering would be more aptly called
3266,2022-11-05 23:04:58+00:00,3,Twitter for iPhone,@covid_parent The best way to fight inflation is with inflammation
3267,2022-11-05 23:04:58+00:00,0,Twitter for iPhone,"@sevek213 A is correct. Markets reacted badly to his trade policy on China. The markets didn’t rally until the tax cuts, but that was stopped by COVID. The stock market also isn’t the economy."
3268,2022-11-05 23:04:58+00:00,3,Twitter for Android,Kinda wack how many cleaning products got permanent redesigns on the label to include a blurb about how effective they are on Covid.
3269,2022-11-05 23:04:55+00:00,0,Twitter for iPhone,Daira con COVID
3270,2022-11-05 23:04:55+00:00,0,Twitter for iPhone,Finally the world sees that Chronic Fatigue Syndrome is not a fake illness. Now let's support the research to treat this illness unveiled by the Long Covid studies. Go Science 🎉. #me/cfs #cfs #chronicfatigue #myalgicencephalomyelitis  https://t.co/1YxU2Eo1Ze
3271,2022-11-05 23:04:55+00:00,1,Twitter for iPhone,"@WhiteHouse PRE ELECTION LIES!…Even CNN knows covid is the reason jobs tanked. Biden’s Draconian mandates based on lies and deception from Pharma, Fauchi and MSM resulted in even more jobs lost. These people are simply going back to work. MANY, unvaxxed returning per lawsuit wins too! Lol https://t.co/oUNJeBPSpv"
3272,2022-11-05 23:04:54+00:00,0,Twitter Web App,Covid infections in the over-70s rise in UK after new 'nightmare' Omicron variant found https://t.co/9enl8BSrOe
3273,2022-11-05 23:04:54+00:00,0,Twitter Web App,@NicholasTyrone covid actions have blurred UK Brexit and have taken a toll on EU states as well.Seems all Wefern countries having similar problems.
3274,2022-11-05 23:04:53+00:00,0,Twitter for Android,@patfkauffman The lawsuits that will come out of this covid manipulation will go on for years.
3275,2022-11-05 23:04:51+00:00,2,Twitter Web App,@SkyeSinSueno @KianNoush6 @nilikm Source? You could easily test it by seeing if hospitalization from RSV is more common for kids with prior covid infection. Has anyone done that?
3276,2022-11-05 23:04:50+00:00,2,Twitter for iPhone,"@itosettiMD_MBA @KSinNE @MelpomeneMel The fluid in the lungs? Probably “shit happens” but not Covid bc she was no longer cov+. 
The HR? No one in the ER asked if she had Cov prev &amp; very shortly declared it hereditary (though no link to anyone else in family having this specific condition). “Damn the Adams’ genes!”"
3277,2022-11-05 23:04:50+00:00,0,Twitter for iPhone,@kacdnp91 @HolywoodHatesUS I used this approach when we had covid....
3278,2022-11-05 23:04:49+00:00,0,Microsoft Power Platform,*finger to temple* Can't die from Covid-19 when I drink myself to death first [Sad]   https://t.co/OmE7xKuUyb
3279,2022-11-05 23:04:46+00:00,0,Twitter Web App,"@brad_polumbo Sensible people in the middle think the vaccines work.  Extremists on opposing sides of covid precautions think they don't work.  Covid-doves think they're some scam, while covid-hawks think a vaccinated population still needs to wear masks outside."
3280,2022-11-05 23:04:44+00:00,0,Twitter for iPhone,@gymmike_ Good and been better haha covid has absolutely kicked my ass
3281,2022-11-05 23:04:43+00:00,0,Twitter for Android,@RickCarusoLA @KarenBassLA Why aren't u going against the covid shot and the fake pcr test that the bos used to fire hard working employees?
3282,2022-11-05 23:04:42+00:00,1,Twitter for Android,@jfnilsen @JasonMWynne 2/2 must be granted visitation by family members . Dept of Corrections in NZ  was recently called out by HR Commissioner for failing to reestablish  face to face visits with prisoners following covid restrictions. Why isn't he calling out religious shunning?
3283,2022-11-05 23:04:41+00:00,0,Twitter for iPhone,The meta verse exist for the online experience. So was this transition to wfh/online learning purposely done beyond just Covid?
3284,2022-11-05 23:04:39+00:00,1,Twitter for iPhone,"@Thug_Pom @anonymousopiran @elonmusk @khamenei_ir Their pockets are getting filled with💰 while the rest is suffering, they brought Covid to put fear in people, they cheat, they kill, they don’t care about anyone but themselves&amp; our st*pid people keep falling for them😤"
3285,2022-11-05 23:04:39+00:00,18,Twitter for Android,"The democrat party, Biden, and @rweingarten used covid to capitalize on the last election. https://t.co/QFlSslLVpp"
3286,2022-11-05 23:04:38+00:00,0,Twitter for iPad,"@SmokingDogPuke They reduce cases of covid, hospitalizations, death, and transmission.  The data continues to show that."
3287,2022-11-05 23:04:37+00:00,0,Twitter for iPhone,@softestbutch Someone called me the ‘covid of the Doctor who fandom’ on tumblr once because there’s an anon message function and I noped outta there. It’s a mess 💀
3288,2022-11-05 23:04:37+00:00,1,Twitter for iPad,@DashDobrofsky Is he blaming Oz for the COVID-19 vaccines?
3289,2022-11-05 23:04:37+00:00,0,Twitter for iPhone,@DreamWeaver61 And….Covid can’t spread after you get vaxxed and the pandemic is because of all the pure bloods who don’t get the Fauci ouchie…and only those who die are un-vaxxed.
3290,2022-11-05 23:04:37+00:00,0,Twitter for iPhone,@WallStreetSilv I feel I read somewhere that they made an airborne COVID vax? Interesting to say the least.
